fecha,Provincia,Confirmados,Fallecidos,Muestras,Poblacion,Recuperados
2020-07-09 00:00:00,Barahona,0,0,1,188507,0
2021-01-01 00:00:00,Barahona,0,0,1,188342,0
2022-04-01 00:00:00,Barahona,0,0,1,187938,0
2022-04-02 00:00:00,Barahona,0,0,1,187938,0
2022-04-04 00:00:00,Barahona,0,0,1,187938,0
2022-04-06 00:00:00,Barahona,0,0,1,187938,0
2022-04-15 00:00:00,Barahona,0,0,1,187938,0
2022-04-18 00:00:00,Barahona,0,0,1,187938,0
2022-04-22 00:00:00,Barahona,0,0,1,187938,0
2022-04-24 00:00:00,Barahona,0,0,1,187938,0
2022-04-30 00:00:00,Barahona,0,0,1,187938,0
2022-05-02 00:00:00,Barahona,0,0,1,187914,0
2022-05-13 00:00:00,Barahona,0,0,1,187914,0
2022-05-18 00:00:00,Barahona,0,0,1,187914,0
2022-05-24 00:00:00,Barahona,0,0,1,187914,0
2022-05-26 00:00:00,Barahona,0,0,1,187914,0
2022-06-09 00:00:00,Barahona,0,0,1,187890,0
2020-11-21 00:00:00,Barahona,0,0,1,188401,1
2020-12-13 00:00:00,Barahona,0,0,1,188370,1
2021-12-31 00:00:00,Barahona,0,0,1,188035,1
2022-04-25 00:00:00,Barahona,0,0,1,187938,1
2021-08-08 00:00:00,Barahona,0,0,1,188147,11
2022-03-05 00:00:00,Barahona,0,0,1,187962,12
2020-07-07 00:00:00,Barahona,0,0,1,188507,2
2022-06-14 00:00:00,Barahona,0,0,1,187890,2
2020-08-13 00:00:00,Barahona,0,0,1,188478,5
2021-07-18 00:00:00,Barahona,0,0,1,188175,5
2020-08-22 00:00:00,Barahona,0,0,1,188478,7
2020-08-30 00:00:00,Barahona,0,0,1,188478,7
2022-03-09 00:00:00,Barahona,0,0,10,187962,0
2022-05-11 00:00:00,Barahona,0,0,10,187914,0
2022-02-18 00:00:00,Barahona,0,0,10,187987,1
2021-10-14 00:00:00,Barahona,0,0,10,188091,3
2022-03-01 00:00:00,Barahona,0,0,10,187962,3
2020-11-02 00:00:00,Barahona,0,0,100,188401,2
2021-04-19 00:00:00,Barahona,0,0,102,188258,0
2021-03-13 00:00:00,Barahona,0,0,11,188286,0
2022-03-16 00:00:00,Barahona,0,0,11,187962,6
2021-04-14 00:00:00,Barahona,0,0,110,188258,3
2021-01-07 00:00:00,Barahona,0,0,12,188342,0
2021-08-15 00:00:00,Barahona,0,0,12,188147,0
2021-12-01 00:00:00,Barahona,0,0,12,188035,0
2022-01-31 00:00:00,Barahona,0,0,12,188011,20
2021-03-12 00:00:00,Barahona,0,0,121,188286,0
2021-04-26 00:00:00,Barahona,0,0,126,188258,1
2021-11-26 00:00:00,Barahona,0,0,13,188063,12
2022-02-14 00:00:00,Barahona,0,0,13,187987,5
2021-08-18 00:00:00,Barahona,0,0,139,188147,10
2021-10-24 00:00:00,Barahona,0,0,14,188091,5
2021-02-16 00:00:00,Barahona,0,0,15,188314,0
2021-10-13 00:00:00,Barahona,0,0,15,188091,0
2022-02-05 00:00:00,Barahona,0,0,15,187987,1
2022-02-27 00:00:00,Barahona,0,0,16,187987,1
2021-10-15 00:00:00,Barahona,0,0,16,188091,5
2021-10-05 00:00:00,Barahona,0,0,17,188091,0
2021-05-02 00:00:00,Barahona,0,0,17,188230,5
2020-12-17 00:00:00,Barahona,0,0,18,188370,0
2022-04-08 00:00:00,Barahona,0,0,19,187938,0
2020-06-02 00:00:00,Barahona,0,0,2,188540,0
2020-06-17 00:00:00,Barahona,0,0,2,188540,0
2020-06-22 00:00:00,Barahona,0,0,2,188540,0
2020-08-03 00:00:00,Barahona,0,0,2,188478,0
2020-08-26 00:00:00,Barahona,0,0,2,188478,0
2020-11-11 00:00:00,Barahona,0,0,2,188401,0
2020-11-14 00:00:00,Barahona,0,0,2,188401,0
2020-11-17 00:00:00,Barahona,0,0,2,188401,0
2020-12-18 00:00:00,Barahona,0,0,2,188370,0
2021-01-05 00:00:00,Barahona,0,0,2,188342,0
2021-01-10 00:00:00,Barahona,0,0,2,188342,0
2021-01-26 00:00:00,Barahona,0,0,2,188342,0
2021-08-16 00:00:00,Barahona,0,0,2,188147,0
2022-04-07 00:00:00,Barahona,0,0,2,187938,0
2022-04-10 00:00:00,Barahona,0,0,2,187938,0
2022-04-11 00:00:00,Barahona,0,0,2,187938,0
2022-04-14 00:00:00,Barahona,0,0,2,187938,0
2022-04-29 00:00:00,Barahona,0,0,2,187938,0
2022-05-17 00:00:00,Barahona,0,0,2,187914,0
2020-08-31 00:00:00,Barahona,0,0,2,188478,1
2020-09-02 00:00:00,Barahona,0,0,2,188456,1
2020-11-15 00:00:00,Barahona,0,0,2,188401,1
2021-10-03 00:00:00,Barahona,0,0,2,188091,1
2022-03-27 00:00:00,Barahona,0,0,2,187962,1
2022-05-14 00:00:00,Barahona,0,0,2,187914,1
2021-07-19 00:00:00,Barahona,0,0,2,188175,11
2020-09-23 00:00:00,Barahona,0,0,2,188456,12
2022-03-06 00:00:00,Barahona,0,0,2,187962,18
2020-10-26 00:00:00,Barahona,0,0,2,188426,2
2021-08-22 00:00:00,Barahona,0,0,2,188147,3
2021-10-25 00:00:00,Barahona,0,0,2,188091,3
2020-10-09 00:00:00,Barahona,0,0,'-2,188426,39
2021-12-11 00:00:00,Barahona,0,0,20,188035,1
2022-03-19 00:00:00,Barahona,0,0,21,187962,0
2022-03-30 00:00:00,Barahona,0,0,21,187962,0
2021-04-10 00:00:00,Barahona,0,0,21,188258,1
2021-11-28 00:00:00,Barahona,0,0,21,188063,1
2021-03-16 00:00:00,Barahona,0,0,219,188286,7
2020-11-05 00:00:00,Barahona,0,0,22,188401,2
2021-03-07 00:00:00,Barahona,0,0,22,188286,7
2022-03-07 00:00:00,Barahona,0,0,26,187962,20
2021-07-29 00:00:00,Barahona,0,0,29,188175,40
2020-12-06 00:00:00,Barahona,0,0,3,188370,0
2020-12-10 00:00:00,Barahona,0,0,3,188370,0
2022-04-12 00:00:00,Barahona,0,0,3,187938,0
2022-04-28 00:00:00,Barahona,0,0,3,187938,0
2022-05-04 00:00:00,Barahona,0,0,3,187914,0
2022-05-09 00:00:00,Barahona,0,0,3,187914,0
2022-06-12 00:00:00,Barahona,0,0,3,187890,0
2022-06-15 00:00:00,Barahona,0,0,3,187890,0
2020-06-16 00:00:00,Barahona,0,0,3,188540,1
2020-09-01 00:00:00,Barahona,0,0,3,188456,1
2022-06-10 00:00:00,Barahona,0,0,3,187890,1
2022-06-27 00:00:00,Barahona,0,0,3,187890,1
2021-12-28 00:00:00,Barahona,0,0,3,188035,'-1
2021-12-17 00:00:00,Barahona,0,0,3,188035,14
2020-08-09 00:00:00,Barahona,0,0,3,188478,16
2020-08-05 00:00:00,Barahona,0,0,3,188478,3
2020-08-16 00:00:00,Barahona,0,0,3,188478,3
2022-03-10 00:00:00,Barahona,0,0,3,187962,42
2020-09-28 00:00:00,Barahona,0,0,3,188456,43
2021-09-03 00:00:00,Barahona,0,0,30,188119,2
2020-11-01 00:00:00,Barahona,0,0,35,188401,1
2021-03-03 00:00:00,Barahona,0,0,35,188286,12
2021-08-21 00:00:00,Barahona,0,0,37,188147,4
2021-03-09 00:00:00,Barahona,0,0,4,188286,0
2021-09-25 00:00:00,Barahona,0,0,4,188119,0
2022-04-26 00:00:00,Barahona,0,0,4,187938,0
2022-05-03 00:00:00,Barahona,0,0,4,187914,0
2022-05-10 00:00:00,Barahona,0,0,4,187914,0
2020-09-04 00:00:00,Barahona,0,0,4,188456,1
2020-11-20 00:00:00,Barahona,0,0,4,188401,1
2021-12-15 00:00:00,Barahona,0,0,4,188035,1
2022-04-27 00:00:00,Barahona,0,0,4,187938,1
2020-09-22 00:00:00,Barahona,0,0,4,188456,13
2022-02-20 00:00:00,Barahona,0,0,4,187987,4
2021-08-09 00:00:00,Barahona,0,0,44,188147,5
2021-08-12 00:00:00,Barahona,0,0,44,188147,8
2021-08-06 00:00:00,Barahona,0,0,48,188147,1
2022-03-28 00:00:00,Barahona,0,0,5,187962,0
2022-04-03 00:00:00,Barahona,0,0,5,187938,0
2021-07-04 00:00:00,Barahona,0,0,5,188175,10
2020-12-12 00:00:00,Barahona,0,0,5,188370,2
2022-03-08 00:00:00,Barahona,0,0,5,187962,2
2021-09-24 00:00:00,Barahona,0,0,5,188119,3
2021-03-29 00:00:00,Barahona,0,0,54,188286,1
2021-04-03 00:00:00,Barahona,0,0,55,188258,0
2020-11-18 00:00:00,Barahona,0,0,6,188401,0
2021-09-14 00:00:00,Barahona,0,0,6,188119,0
2022-04-23 00:00:00,Barahona,0,0,6,187938,0
2022-05-21 00:00:00,Barahona,0,0,6,187914,0
2022-06-05 00:00:00,Barahona,0,0,6,187890,0
2021-03-08 00:00:00,Barahona,0,0,6,188286,1
2022-02-03 00:00:00,Barahona,0,0,6,187987,2
2021-03-31 00:00:00,Barahona,0,0,61,188286,0
2021-09-11 00:00:00,Barahona,0,0,63,188119,3
2021-08-26 00:00:00,Barahona,0,0,64,188147,0
2021-09-23 00:00:00,Barahona,0,0,65,188119,0
2021-04-05 00:00:00,Barahona,0,0,69,188258,1
2020-10-19 00:00:00,Barahona,0,0,7,188426,0
2021-03-15 00:00:00,Barahona,0,0,7,188286,0
2021-03-17 00:00:00,Barahona,0,0,7,188286,0
2021-09-06 00:00:00,Barahona,0,0,7,188119,0
2021-09-07 00:00:00,Barahona,0,0,7,188119,0
2021-10-23 00:00:00,Barahona,0,0,7,188091,0
2022-02-19 00:00:00,Barahona,0,0,7,187987,0
2022-03-29 00:00:00,Barahona,0,0,7,187962,0
2022-05-20 00:00:00,Barahona,0,0,7,187914,0
2022-03-22 00:00:00,Barahona,0,0,7,187962,1
2020-09-17 00:00:00,Barahona,0,0,7,188456,2
2021-02-28 00:00:00,Barahona,0,0,7,188314,3
2020-10-24 00:00:00,Barahona,0,0,7,188426,4
2021-04-06 00:00:00,Barahona,0,0,73,188258,0
2021-08-28 00:00:00,Barahona,0,0,8,188147,0
2021-03-05 00:00:00,Barahona,0,0,8,188286,1
2022-02-17 00:00:00,Barahona,0,0,8,187987,2
2022-03-25 00:00:00,Barahona,0,0,8,187962,3
2021-01-25 00:00:00,Barahona,0,0,9,188342,0
2022-04-13 00:00:00,Barahona,0,0,9,187938,0
2022-05-12 00:00:00,Barahona,0,0,9,187914,0
2022-05-27 00:00:00,Barahona,0,0,9,187914,0
2022-03-13 00:00:00,Barahona,0,0,9,187962,1
2021-02-22 00:00:00,Barahona,0,0,9,188314,2
2021-10-01 00:00:00,Barahona,0,0,9,188091,2
2021-12-20 00:00:00,Barahona,0,0,9,188035,2
2022-03-02 00:00:00,Barahona,0,0,9,187962,2
2021-02-14 00:00:00,Barahona,0,0,9,188314,4
2021-09-18 00:00:00,Barahona,0,0,9,188119,5
2021-03-23 00:00:00,Barahona,0,0,91,188286,3
2021-08-20 00:00:00,Barahona,0,0,95,188147,2
2020-03-20 00:00:00,Barahona,1,0,0,188616,0
2020-03-24 00:00:00,Barahona,1,0,0,188616,0
2020-03-29 00:00:00,Barahona,1,0,0,188616,0
2020-04-04 00:00:00,Barahona,1,0,0,188586,0
2020-04-27 00:00:00,Barahona,1,0,0,188586,0
2020-04-28 00:00:00,Barahona,1,0,0,188586,0
2020-05-01 00:00:00,Barahona,1,0,0,188561,0
2020-05-12 00:00:00,Barahona,1,0,0,188561,0
2022-06-01 00:00:00,Barahona,1,0,0,187890,0
2020-05-16 00:00:00,Barahona,1,0,0,188561,3
2021-12-27 00:00:00,Barahona,1,0,0,188035,3
2020-05-21 00:00:00,Barahona,1,0,0,188561,6
2020-08-29 00:00:00,Barahona,1,0,1,188478,0
2020-12-28 00:00:00,Barahona,1,0,1,188370,0
2022-02-26 00:00:00,Barahona,1,0,1,187987,0
2020-08-17 00:00:00,Barahona,1,0,1,188478,1
2020-10-25 00:00:00,Barahona,1,0,1,188426,1
2022-06-16 00:00:00,Barahona,1,0,1,187890,1
2020-10-18 00:00:00,Barahona,1,0,1,188426,13
2022-02-11 00:00:00,Barahona,1,0,1,187987,15
2020-07-13 00:00:00,Barahona,1,0,1,188507,2
2020-09-15 00:00:00,Barahona,1,0,1,188456,2
2020-10-12 00:00:00,Barahona,1,0,1,188426,3
2021-12-10 00:00:00,Barahona,1,0,10,188035,0
2021-01-19 00:00:00,Barahona,1,0,10,188342,1
2022-01-29 00:00:00,Barahona,1,0,10,188011,36
2021-03-28 00:00:00,Barahona,1,0,102,188286,0
2021-02-24 00:00:00,Barahona,1,0,104,188314,9
2021-08-23 00:00:00,Barahona,1,0,107,188147,0
2020-10-14 00:00:00,Barahona,1,0,11,188426,38
2022-04-20 00:00:00,Barahona,1,0,12,187938,0
2021-12-24 00:00:00,Barahona,1,0,13,188035,0
2021-04-18 00:00:00,Barahona,1,0,13,188258,1
2021-09-10 00:00:00,Barahona,1,0,13,188119,2
2020-06-03 00:00:00,Barahona,1,0,13,188540,5
2021-04-23 00:00:00,Barahona,1,0,14,188258,1
2020-10-08 00:00:00,Barahona,1,0,14,188426,32
2020-12-14 00:00:00,Barahona,1,0,15,188370,0
2021-12-21 00:00:00,Barahona,1,0,15,188035,0
2022-02-06 00:00:00,Barahona,1,0,15,187987,0
2020-05-23 00:00:00,Barahona,1,0,15,188561,17
2022-03-17 00:00:00,Barahona,1,0,17,187962,0
2020-11-22 00:00:00,Barahona,1,0,17,188401,4
2021-11-24 00:00:00,Barahona,1,0,18,188063,1
2021-11-30 00:00:00,Barahona,1,0,18,188063,8
2021-04-13 00:00:00,Barahona,1,0,182,188258,4
2020-07-19 00:00:00,Barahona,1,0,2,188507,0
2020-09-03 00:00:00,Barahona,1,0,2,188456,0
2021-01-11 00:00:00,Barahona,1,0,2,188342,0
2020-12-22 00:00:00,Barahona,1,0,2,188370,1
2022-06-08 00:00:00,Barahona,1,0,2,187890,1
2020-07-25 00:00:00,Barahona,1,0,2,188507,2
2020-10-05 00:00:00,Barahona,1,0,2,188426,30
2021-05-30 00:00:00,Barahona,1,0,2,188230,4
2020-07-29 00:00:00,Barahona,1,0,2,188507,41
2021-08-29 00:00:00,Barahona,1,0,2,188147,8
2022-04-16 00:00:00,Barahona,1,0,20,187938,0
2022-06-02 00:00:00,Barahona,1,0,20,187890,0
2021-12-08 00:00:00,Barahona,1,0,20,188035,1
2021-08-11 00:00:00,Barahona,1,0,20,188147,11
2021-09-21 00:00:00,Barahona,1,0,21,188119,0
2020-06-18 00:00:00,Barahona,1,0,22,188540,1
2022-05-05 00:00:00,Barahona,1,0,23,187914,0
2021-12-05 00:00:00,Barahona,1,0,23,188035,5
2020-09-27 00:00:00,Barahona,1,0,24,188456,27
2021-10-06 00:00:00,Barahona,1,0,27,188091,7
2021-09-02 00:00:00,Barahona,1,0,29,188119,3
2022-05-07 00:00:00,Barahona,1,0,3,187914,0
2022-05-22 00:00:00,Barahona,1,0,3,187914,0
2022-06-04 00:00:00,Barahona,1,0,3,187890,0
2022-06-06 00:00:00,Barahona,1,0,3,187890,0
2022-06-29 00:00:00,Barahona,1,0,3,187890,'-1
2022-03-12 00:00:00,Barahona,1,0,3,187962,5
2022-03-03 00:00:00,Barahona,1,0,39,187962,0
2021-08-24 00:00:00,Barahona,1,0,39,188147,3
2020-11-16 00:00:00,Barahona,1,0,4,188401,0
2021-10-08 00:00:00,Barahona,1,0,4,188091,0
2021-10-11 00:00:00,Barahona,1,0,4,188091,2
2020-11-29 00:00:00,Barahona,1,0,4,188401,3
2021-12-19 00:00:00,Barahona,1,0,4,188035,4
2022-02-12 00:00:00,Barahona,1,0,4,187987,7
2021-09-17 00:00:00,Barahona,1,0,40,188119,0
2021-09-04 00:00:00,Barahona,1,0,42,188119,1
2021-08-10 00:00:00,Barahona,1,0,42,188147,20
2022-02-22 00:00:00,Barahona,1,0,43,187987,4
2020-12-20 00:00:00,Barahona,1,0,44,188370,1
2021-03-19 00:00:00,Barahona,1,0,466,188286,0
2020-10-27 00:00:00,Barahona,1,0,5,188426,0
2021-08-14 00:00:00,Barahona,1,0,5,188147,0
2021-09-19 00:00:00,Barahona,1,0,5,188119,0
2022-05-06 00:00:00,Barahona,1,0,5,187914,0
2020-06-21 00:00:00,Barahona,1,0,5,188540,1
2021-10-31 00:00:00,Barahona,1,0,5,188091,1
2021-12-13 00:00:00,Barahona,1,0,5,188035,4
2020-08-25 00:00:00,Barahona,1,0,5,188478,62
2022-02-16 00:00:00,Barahona,1,0,54,187987,4
2021-08-17 00:00:00,Barahona,1,0,58,188147,5
2020-11-09 00:00:00,Barahona,1,0,6,188401,1
2021-11-01 00:00:00,Barahona,1,0,6,188063,21
2021-07-27 00:00:00,Barahona,1,0,62,188175,99
2021-09-08 00:00:00,Barahona,1,0,63,188119,1
2020-10-22 00:00:00,Barahona,1,0,66,188426,19
2020-05-22 00:00:00,Barahona,1,0,7,188561,0
2020-05-24 00:00:00,Barahona,1,0,7,188561,0
2021-01-13 00:00:00,Barahona,1,0,7,188342,0
2021-08-30 00:00:00,Barahona,1,0,7,188147,0
2021-02-13 00:00:00,Barahona,1,0,7,188314,1
2021-02-26 00:00:00,Barahona,1,0,7,188314,1
2022-07-01 00:00:00,Barahona,1,0,7,187866,1
2021-10-18 00:00:00,Barahona,1,0,7,188091,2
2021-04-09 00:00:00,Barahona,1,0,70,188258,2
2021-03-24 00:00:00,Barahona,1,0,73,188286,0
2021-07-23 00:00:00,Barahona,1,0,78,188175,143
2021-01-17 00:00:00,Barahona,1,0,8,188342,0
2021-12-18 00:00:00,Barahona,1,0,8,188035,0
2022-01-01 00:00:00,Barahona,1,0,8,188011,1
2022-01-03 00:00:00,Barahona,1,0,8,188011,1
2022-06-28 00:00:00,Barahona,1,0,8,187890,34
2021-07-31 00:00:00,Barahona,1,0,8,188175,9
2021-04-12 00:00:00,Barahona,1,0,89,188258,0
2020-12-31 00:00:00,Barahona,1,0,9,188370,0
2021-01-12 00:00:00,Barahona,1,0,9,188342,0
2021-03-02 00:00:00,Barahona,1,0,9,188286,0
2021-11-29 00:00:00,Barahona,1,0,9,188063,3
2021-05-03 00:00:00,Barahona,1,0,9,188230,5
2021-12-23 00:00:00,Barahona,1,0,9,188035,9
2021-08-02 00:00:00,Barahona,1,0,91,188147,1
2021-03-21 00:00:00,Barahona,1,0,92,188286,0
2021-01-02 00:00:00,Barahona,'-1,0,'-1,188342,2
2022-03-23 00:00:00,Barahona,10,0,109,187962,0
2020-11-04 00:00:00,Barahona,10,0,11,188401,2
2021-11-10 00:00:00,Barahona,10,0,113,188063,7
2021-07-28 00:00:00,Barahona,10,0,142,188175,113
2021-04-20 00:00:00,Barahona,10,0,159,188258,8
2021-04-15 00:00:00,Barahona,10,0,160,188258,8
2022-03-15 00:00:00,Barahona,10,0,18,187962,0
2020-12-09 00:00:00,Barahona,10,0,24,188370,2
2020-08-14 00:00:00,Barahona,10,0,33,188478,72
2020-12-04 00:00:00,Barahona,10,0,35,188370,0
2021-08-19 00:00:00,Barahona,10,0,363,188147,2
2021-07-10 00:00:00,Barahona,10,0,53,188175,10
2021-06-23 00:00:00,Barahona,10,0,60,188202,8
2021-10-19 00:00:00,Barahona,10,0,61,188091,4
2021-10-09 00:00:00,Barahona,10,0,70,188091,2
2021-08-03 00:00:00,Barahona,10,0,70,188147,4
2021-07-16 00:00:00,Barahona,10,0,73,188175,11
2021-04-02 00:00:00,Barahona,10,0,92,188258,5
2021-06-07 00:00:00,Barahona,100,0,359,188202,26
2022-01-10 00:00:00,Barahona,101,0,157,188011,2
2022-01-22 00:00:00,Barahona,102,0,308,188011,85
2022-02-13 00:00:00,Barahona,11,0,128,187987,1
2020-10-30 00:00:00,Barahona,11,0,132,188426,3
2020-06-07 00:00:00,Barahona,11,0,27,188540,1
2021-05-08 00:00:00,Barahona,11,0,35,188230,7
2021-04-07 00:00:00,Barahona,11,0,62,188258,6
2020-10-06 00:00:00,Barahona,11,0,75,188426,'-1
2021-11-11 00:00:00,Barahona,11,0,88,188063,14
2020-10-10 00:00:00,Barahona,12,0,110,188426,'-3
2021-05-04 00:00:00,Barahona,12,0,139,188230,0
2021-04-29 00:00:00,Barahona,12,0,200,188258,20
2022-01-09 00:00:00,Barahona,12,0,21,188011,33
2021-07-08 00:00:00,Barahona,12,0,30,188175,4
2022-06-22 00:00:00,Barahona,12,0,41,187890,18
2022-01-30 00:00:00,Barahona,12,0,48,188011,8
2021-11-15 00:00:00,Barahona,12,0,56,188063,11
2022-02-02 00:00:00,Barahona,12,0,81,187987,12
2022-03-04 00:00:00,Barahona,12,0,85,187962,5
2020-10-01 00:00:00,Barahona,12,0,90,188426,2
2021-01-20 00:00:00,Barahona,12,0,91,188342,0
2020-12-29 00:00:00,Barahona,13,0,36,188370,0
2021-07-24 00:00:00,Barahona,13,0,46,188175,149
2021-01-08 00:00:00,Barahona,13,0,57,188342,3
2022-02-10 00:00:00,Barahona,13,0,64,187987,4
2020-06-13 00:00:00,Barahona,13,0,67,188540,5
2021-10-21 00:00:00,Barahona,13,0,69,188091,1
2021-01-29 00:00:00,Barahona,13,0,84,188342,5
2022-07-02 00:00:00,Barahona,14,0,12,187866,1
2020-07-01 00:00:00,Barahona,14,0,20,188507,0
2020-08-04 00:00:00,Barahona,14,0,24,188478,62
2021-11-09 00:00:00,Barahona,14,0,54,188063,12
2021-05-01 00:00:00,Barahona,14,0,69,188230,5
2021-06-25 00:00:00,Barahona,14,0,76,188202,27
2020-10-07 00:00:00,Barahona,14,0,98,188426,1
2022-01-13 00:00:00,Barahona,143,0,196,188011,104
2021-05-09 00:00:00,Barahona,15,0,158,188230,5
2021-07-06 00:00:00,Barahona,15,0,94,188175,17
2020-10-23 00:00:00,Barahona,16,0,120,188426,1
2020-07-26 00:00:00,Barahona,16,0,28,188507,22
2020-09-09 00:00:00,Barahona,16,0,34,188456,1
2020-07-03 00:00:00,Barahona,16,0,42,188507,2
2021-04-11 00:00:00,Barahona,16,0,88,188258,4
2021-07-21 00:00:00,Barahona,17,0,173,188175,205
2022-06-17 00:00:00,Barahona,17,0,252,187890,'-3
2020-07-10 00:00:00,Barahona,17,0,40,188507,3
2020-06-10 00:00:00,Barahona,17,0,47,188540,32
2020-09-16 00:00:00,Barahona,17,0,56,188456,0
2020-06-09 00:00:00,Barahona,17,0,65,188540,0
2021-02-15 00:00:00,Barahona,17,0,78,188314,20
2021-10-28 00:00:00,Barahona,17,0,78,188091,4
2020-05-09 00:00:00,Barahona,18,0,0,188561,0
2020-09-08 00:00:00,Barahona,18,0,43,188456,1
2021-07-09 00:00:00,Barahona,18,0,62,188175,12
2022-02-01 00:00:00,Barahona,19,0,104,187987,12
2021-07-07 00:00:00,Barahona,19,0,108,188175,28
2020-12-11 00:00:00,Barahona,19,0,129,188370,10
2020-12-25 00:00:00,Barahona,19,0,86,188370,4
2020-03-26 00:00:00,Barahona,2,0,0,188616,0
2020-05-14 00:00:00,Barahona,2,0,0,188561,0
2020-04-23 00:00:00,Barahona,2,0,0,188586,1
2020-05-18 00:00:00,Barahona,2,0,0,188561,2
2021-12-25 00:00:00,Barahona,2,0,10,188035,0
2022-02-25 00:00:00,Barahona,2,0,10,187987,0
2020-10-17 00:00:00,Barahona,2,0,10,188426,49
2021-07-17 00:00:00,Barahona,2,0,10,188175,6
2021-08-01 00:00:00,Barahona,2,0,11,188147,16
2021-10-10 00:00:00,Barahona,2,0,113,188091,2
2021-11-17 00:00:00,Barahona,2,0,12,188063,0
2021-08-31 00:00:00,Barahona,2,0,121,188147,2
2021-02-03 00:00:00,Barahona,2,0,14,188314,2
2021-11-23 00:00:00,Barahona,2,0,14,188063,4
2021-12-14 00:00:00,Barahona,2,0,15,188035,0
2021-10-26 00:00:00,Barahona,2,0,16,188091,2
2021-07-12 00:00:00,Barahona,2,0,16,188175,8
2021-04-25 00:00:00,Barahona,2,0,17,188258,0
2021-10-27 00:00:00,Barahona,2,0,17,188091,6
2020-10-29 00:00:00,Barahona,2,0,17,188426,8
2021-02-02 00:00:00,Barahona,2,0,18,188314,0
2020-12-23 00:00:00,Barahona,2,0,18,188370,5
2020-12-30 00:00:00,Barahona,2,0,2,188370,1
2020-07-27 00:00:00,Barahona,2,0,2,188507,6
2020-11-19 00:00:00,Barahona,2,0,20,188401,0
2021-10-02 00:00:00,Barahona,2,0,22,188091,8
2021-11-07 00:00:00,Barahona,2,0,23,188063,0
2020-09-26 00:00:00,Barahona,2,0,25,188456,24
2021-11-16 00:00:00,Barahona,2,0,26,188063,24
2021-04-27 00:00:00,Barahona,2,0,27,188258,220
2022-03-21 00:00:00,Barahona,2,0,28,187962,0
2020-12-15 00:00:00,Barahona,2,0,3,188370,1
2021-12-26 00:00:00,Barahona,2,0,3,188035,1
2020-10-20 00:00:00,Barahona,2,0,3,188426,15
2022-06-03 00:00:00,Barahona,2,0,3,187890,2
2021-07-25 00:00:00,Barahona,2,0,3,188175,24
2022-06-19 00:00:00,Barahona,2,0,31,187890,1
2020-12-07 00:00:00,Barahona,2,0,37,188370,1
2021-12-29 00:00:00,Barahona,2,0,4,188035,'-1
2021-10-20 00:00:00,Barahona,2,0,4,188091,2
2022-06-20 00:00:00,Barahona,2,0,4,187890,4
2021-07-11 00:00:00,Barahona,2,0,4,188175,6
2020-12-19 00:00:00,Barahona,2,0,41,188370,1
2021-01-24 00:00:00,Barahona,2,0,5,188342,1
2021-06-06 00:00:00,Barahona,2,0,5,188202,9
2021-12-22 00:00:00,Barahona,2,0,6,188035,0
2020-12-24 00:00:00,Barahona,2,0,6,188370,1
2021-12-30 00:00:00,Barahona,2,0,6,188035,3
2021-03-30 00:00:00,Barahona,2,0,61,188286,0
2021-09-15 00:00:00,Barahona,2,0,63,188119,1
2021-09-27 00:00:00,Barahona,2,0,65,188119,0
2020-07-04 00:00:00,Barahona,2,0,7,188507,1
2021-09-20 00:00:00,Barahona,2,0,77,188119,0
2020-11-25 00:00:00,Barahona,2,0,8,188401,0
2021-01-09 00:00:00,Barahona,2,0,8,188342,1
2020-07-20 00:00:00,Barahona,2,0,8,188507,15
2021-05-11 00:00:00,Barahona,2,0,80,188230,0
2021-02-19 00:00:00,Barahona,2,0,87,188314,5
2020-08-19 00:00:00,Barahona,2,0,9,188478,0
2020-12-16 00:00:00,Barahona,2,0,9,188370,0
2021-11-21 00:00:00,Barahona,2,0,9,188063,4
2020-03-28 00:00:00,Barahona,'-2,0,0,188616,0
2021-12-16 00:00:00,Barahona,20,0,102,188035,2
2021-01-16 00:00:00,Barahona,20,0,202,188342,8
2020-07-24 00:00:00,Barahona,20,0,46,188507,2
2020-07-17 00:00:00,Barahona,20,0,63,188507,5
2020-09-20 00:00:00,Barahona,20,0,94,188456,36
2021-02-01 00:00:00,Barahona,21,0,108,188314,9
2020-08-24 00:00:00,Barahona,21,0,35,188478,1
2021-01-14 00:00:00,Barahona,22,0,106,188342,2
2020-09-12 00:00:00,Barahona,22,0,49,188456,2
2021-06-04 00:00:00,Barahona,22,0,76,188202,15
2020-09-13 00:00:00,Barahona,23,0,29,188456,3
2022-01-21 00:00:00,Barahona,23,0,69,188011,52
2021-05-14 00:00:00,Barahona,24,0,115,188230,2
2020-07-22 00:00:00,Barahona,24,0,35,188507,3
2021-11-19 00:00:00,Barahona,24,0,355,188063,3
2020-06-27 00:00:00,Barahona,24,0,75,188540,1
2021-05-27 00:00:00,Barahona,24,0,80,188230,0
2022-01-06 00:00:00,Barahona,25,0,39,188011,22
2021-01-27 00:00:00,Barahona,26,0,146,188342,2
2021-11-06 00:00:00,Barahona,26,0,217,188063,12
2020-11-07 00:00:00,Barahona,26,0,73,188401,3
2021-01-22 00:00:00,Barahona,26,0,88,188342,0
2021-10-22 00:00:00,Barahona,27,0,127,188091,2
2021-07-14 00:00:00,Barahona,27,0,158,188175,22
