fecha,Hospitalizacion,O_camas,O_UCI,O_ventiladores,T_camas,T_UCI,T_ventiladores,Positivos diarios,Recuperados diarios,Defunciones registradas diarias ,Confirmados acumulados,Recuperados acumulados,Defunciones acumuladas
2022-06-12 00:00:00,213,192,19,2,2373,585,469,896,527,2,592578,584682,4382
2022-06-13 00:00:00,212,187,23,2,2373,585,469,746,45,0,593324,584727,4382
2022-06-14 00:00:00,246,214,29,3,2373,585,469,737,1213,0,594061,585940,4382
2022-06-15 00:00:00,240,207,30,3,2373,585,469,903,1066,0,594964,587006,4382
2022-06-16 00:00:00,244,211,29,4,2373,585,469,963,740,0,595927,587746,4382
2022-06-17 00:00:00,247,219,25,3,2373,585,469,755,845,0,596682,588591,4382
2022-06-18 00:00:00,247,219,25,3,2373,585,469,794,891,1,597476,589482,4383
2022-06-19 00:00:00,247,219,25,3,2373,585,469,603,274,0,598079,589756,4383
2022-06-20 00:00:00,252,225,25,2,2373,585,469,515,62,0,598594,589818,4383
2022-06-21 00:00:00,275,248,25,2,2373,585,469,875,1331,0,599469,591149,4383
2022-06-22 00:00:00,269,235,32,2,2373,585,469,941,1174,0,600410,592323,4383
2022-06-23 00:00:00,257,228,25,4,2373,585,469,962,1478,0,601372,593801,4383
2022-06-24 00:00:00,263,233,26,4,2373,585,469,982,473,0,602354,594274,4383
2022-06-25 00:00:00,263,233,26,4,2373,585,469,902,1043,0,603256,595317,4383
2022-06-26 00:00:00,263,233,26,4,2373,585,469,942,675,0,604198,595992,4383
2022-06-27 00:00:00,244,210,30,4,2373,585,469,572,394,0,604770,596386,4383
2022-06-28 00:00:00,272,227,36,9,2373,585,469,1014,2312,0,605784,598698,4383
2022-06-29 00:00:00,265,217,39,9,2373,585,469,1028,-114,0,606812,598584,4383
2022-06-30 00:00:00,265,217,40,8,2373,585,469,1364,2187,0,608176,600771,4383
2022-07-01 00:00:00,262,219,35,8,2373,585,469,1214,583,0,609390,601354,4383
2022-07-02 00:00:00,262,219,35,8,2373,585,469,1317,178,0,610707,601532,4383
2022-07-03 00:00:00,262,219,35,8,2373,585,469,874,1293,0,611581,602825,4383
